OBJECTID,ZONING,created_user,created_date,last_edited_user,last_edited_date,STR_TYPE_1,STR_TYPE_2,STR_TYPE_3,Muni_Hyperlink,Muni_Hyperlink_Uses,Shape__Area,Shape__Length
165,R-O,,,BOZEMAN,2022/03/01 18:54:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,4335.588429645,304.91425669172
166,R-4,,,BOZEMAN,2022/03/01 19:22:03+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,73811.491603835,1253.27908315081
167,PLI,,,PLANNING,2019/07/31 20:15:11+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,63475.56215983,1103.09981969273
168,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,12833.926632505,550.478492983265
169,R-3,,,BOZEMAN,2024/10/28 23:04:07+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,377148.70736325,4808.22570005708
170,R-O,,,BOZEMAN,2024/10/28 23:04:07+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,6837.52059612,363.966675290318
172,BP,,,BOZEMAN,2022/03/02 18:52:55+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.120INZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,179084.566870025,2075.19199660218
173,R-O,,,BOZEMAN,2024/12/31 21:39:28+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,26124.951084935,659.294879629003
174,B-1,,,PLANNING,2019/07/31 20:18:54+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,75613.518171845,1183.89166049813
175,R-O,,,BOZEMAN,2022/03/02 18:52:55+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,321926.284724755,2586.17845547443
176,R-1,,,BOZEMAN,2024/12/17 23:50:42+00,YES,NO,NO,"PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU
","PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI
",2055.059760855,179.518783691848
177,R-MH,,,PLANNING,2019/07/31 20:16:30+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,138293.46658237,2022.4182057716
178,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,52776.8340283,1125.43415988393
179,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,11027.609653445,457.676244703653
180,R-2,,,BOZEMAN,2024/06/20 23:29:04+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,9054.44897641,497.61594543115
181,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,9474.77505421,391.847558947368
182,R-4,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,15450.1955157,500.488300979034
183,R-3,,,BOZEMAN,2022/03/02 18:52:55+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,43607.85968739,1021.00813231545
184,R-2,,,BOZEMAN,2022/03/02 18:52:55+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,111875.413208545,1469.95203512397
185,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,93345.879328055,1367.81251533024
186,R-2,,,BOZEMAN,2022/10/17 16:23:47+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,77592.11163288,1200.66910523901
188,B-2M,,,BOZEMAN,2024/12/18 23:09:19+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,393367.476017815,3002.72936978427
189,R-3,,,BOZEMAN,2022/10/17 16:23:47+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,186317.84264632,2599.85383420201
190,R-4,,,BOZEMAN,2023/05/11 22:54:50+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,362645.61521627,2485.11414544773
192,R-4,,,BOZEMAN,2025/05/05 16:27:45+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,244177.730931965,3736.45972394725
193,R-3,,,ENGINEERING,2025/04/04 17:42:40+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,1107676.62618439,5046.73495448069
194,R-4,,,BOZEMAN,2024/12/13 19:41:54+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,206516.58974877,2453.71827016031
196,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,5477.137779,349.312660899014
197,R-4,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,38510.488956585,787.279277306233
198,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,35519.56644765,846.013559833097
199,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,20708.45405678,600.765209232765
200,PLI,,,PLANNING,2020/05/26 19:50:28+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,402050.52349479,3290.75265188083
201,BP,,,BOZEMAN,2022/03/02 18:52:55+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.120INZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,46784.16081736,879.194087038863
202,UMU,,,BOZEMAN,2022/03/02 18:52:55+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,153398.10070711,1666.54172072885
203,R-5,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,166233.08929586,1764.18193639042
204,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,100832.396789795,1916.85967710427
205,R-O,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,183920.672508745,1943.67981937571
206,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,4035.17332922,269.391214591809
207,PLI,,,BOZEMAN,2024/12/13 17:11:36+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,352674.048150565,4080.36883454302
208,R-3,,,PLANNING,2020/07/01 21:00:33+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,23690.416506815,661.25433232819
209,M-1,,,PLANNING,2020/03/27 14:56:09+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.120INZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,756922.78957898,7943.88825728442
210,B-2,,,BOZEMAN,2023/05/11 00:45:18+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,201247.21901849,3040.55468373954
211,R-S,,,BOZEMAN,2022/03/02 18:28:20+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,20151.49886193,756.034347294213
212,M-1,,,BOZEMAN,2022/03/02 18:28:20+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.120INZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,62365.603440345,1039.15445004742
213,B-2,,,PLANNING,2020/03/26 21:25:30+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,351935.237333845,2733.76091342687
214,R-5,,,BOZEMAN,2022/03/01 17:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,167514.9263917,1952.99971305217
215,R-O,,,BOZEMAN,2022/03/02 18:52:55+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,13774.060668985,625.646793204955
216,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,5096.91885451,295.436436112006
217,REMU,,,ENGINEERING,2025/04/04 17:42:40+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,1326029.30923379,7978.65870832662
218,B-2,,,BOZEMAN,2023/05/11 22:54:50+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,367290.183856225,3299.46537271373
219,R-S,,,PLANNING,2019/07/31 20:16:30+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,630949.657454905,4778.31672946292
220,R-4,,,PLANNING,2020/03/27 15:13:27+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,82670.480297295,1437.30547499268
221,R-4,,,PLANNING,2020/01/30 16:25:52+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,97515.208909255,1739.6969098435
222,R-3,,,PLANNING,2020/03/26 22:11:25+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,6559.794085675,398.112775502904
223,R-1,,,PLANNING,2019/07/31 20:16:29+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,19405.172661695,735.33509463982
224,PLI,,,PLANNING,2019/07/31 20:15:11+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,66499.782592635,1039.21014189499
225,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,14351.298376335,696.749371139517
226,R-3,,,BOZEMAN,2023/05/11 22:54:50+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,1300007.74907524,10566.3672732465
227,R-4,,,BOZEMAN,2024/12/31 21:39:28+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,312394.696572175,3265.06157674987
228,B-3,,,BOZEMAN,2023/03/03 16:32:32+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,615225.898190505,5002.11728600682
229,R-4,,,BOZEMAN,2024/12/31 21:39:28+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,31917.42466083,954.043349573192
230,B-2,,,ENGINEERING,2025/05/06 19:55:04+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,1030383.40457461,8999.44797734806
231,PLI,,,BOZEMAN,2023/05/11 22:54:50+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,662190.066929715,4385.3951806084
232,R-4,,,PLANNING,2019/07/31 20:16:30+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,59537.139585935,999.734749137722
233,R-3,,,BOZEMAN,2022/10/28 17:02:09+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,1113232.07489582,7667.77747896779
234,R-3,,,BOZEMAN,2025/01/06 23:29:36+00,YES,YES,NO,"PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU
",PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,39155.800941385,806.919030173055
235,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,3991.04120796,260.584364837823
236,R-S,,,PLANNING,2019/07/31 20:16:30+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,14801.16648492,545.144838531644
237,PLI,,,PLANNING,2020/03/26 21:44:55+00,NO,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.130PULAINDINT,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,1019985.7689796,17068.0215927832
238,R-2,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,6051.85627271,338.39843985071
239,R-S,,,ENGINEERING,2025/05/06 01:51:22+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,346134.74623639,5609.27947447993
240,R-1,,,BOZEMAN,2025/01/06 23:29:36+00,YES,NO,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,2601.75365496,242.510097855651
241,B-2,,,BOZEMAN,2025/01/06 23:48:27+00,YES,YES,YES,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.110COMIEZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.040AUUSOMMIEINZODI,17170.57879188,587.53529826188
243,R-3,,,PLANNING,2019/07/31 20:16:29+00,YES,YES,NO,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.300ZOMADE_PT2ZODIINPUST_S38.300.100REZODINTPU,PTIICOOR_CH38UNDECO_ART3ZODILAUS_DIV38.310PEUS_S38.310.030AUUSESZODI,34658.271644925,1045.37884195655
